
=== SHEET: HuggingFace ===
category,model_id,model_name,likes,downloads,private,pipeline_tag,library_name,created_at,tags,gated,disabled
text-to-speech,timm/resnet50.a1_in1k,timm/resnet50.a1_in1k,39,18186569,No,image-classification,timm,2023-04-05T18:07:45.000Z,timm; pytorch; safetensors; image-classification; transformers; arxiv:2110.00476; arxiv:1512.03385; license:apache-2.0; region:us,No,No
text-to-speech,Bingsu/adetailer,Bingsu/adetailer,592,18171739,No,,ultralytics,2023-04-26T00:58:45.000Z,ultralytics; pytorch; dataset:wider_face; dataset:skytnt/anime-segmentation; doi:10.57967/hf/3633; license:apache-2.0; region:us,No,No
text-to-speech,pyannote/segmentation-3.0,pyannote/segmentation-3.0,539,18071701,No,voice-activity-detection,pyannote-audio,2023-09-22T12:03:10.000Z,pyannote-audio; pytorch; pyannote; pyannote-audio-model; audio; voice; speech; speaker; speaker-diarization; speaker-change-detection; speaker-segmentation; voice-activity-detection; overlapped-speech-detection; resegmentation; license:mit; region:us,No,No
text-to-speech,pyannote/speaker-diarization-3.1,pyannote/speaker-diarization-3.1,1004,16605698,No,automatic-speech-recognition,pyannote-audio,2023-11-16T08:19:01.000Z,pyannote-audio; pyannote; pyannote-audio-pipeline; audio; voice; speech; speaker; speaker-diarization; speaker-change-detection; voice-activity-detection; overlapped-speech-detection; automatic-speech-recognition; arxiv:2111.14448; arxiv:2012.01477; license:mit; endpoints_compatible; region:us,No,No
text-to-speech,openai-community/gpt2,openai-community/gpt2,2865,14221467,No,text-generation,transformers,2022-03-02T23:29:04.000Z,transformers; pytorch; tf; jax; tflite; rust; onnx; safetensors; gpt2; text-generation; exbert; en; doi:10.57967/hf/0039; license:mit; autotrain_compatible; text-generation-inference; endpoints_compatible; region:us,No,No
text-to-speech,FacebookAI/roberta-large,FacebookAI/roberta-large,239,12562908,No,fill-mask,transformers,2022-03-02T23:29:04.000Z,transformers; pytorch; tf; jax; onnx; safetensors; roberta; fill-mask; exbert; en; dataset:bookcorpus; dataset:wikipedia; arxiv:1907.11692; arxiv:1806.02847; license:mit; autotrain_compatible; endpoints_compatible; region:us,No,No
text-to-speech,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,952,12503810,No,sentence-similarity,sentence-transformers,2022-03-02T23:29:05.000Z,sentence-transformers; pytorch; tf; onnx; safetensors; openvino; bert; feature-extraction; sentence-similarity; transformers; multilingual; ar; bg; ca; cs; da; de; el; en; es; et; fa; fi; fr; gl; gu; he; hi; hr; hu; hy; id; it; ja; ka; ko; ku; lt; lv; mk; mn; mr; ms; my; nb; nl; pl; pt; ro; ru; sk; sl; sq; sr; sv; th; tr; uk; ur; vi; arxiv:1908.10084; license:apache-2.0; autotrain_compatible; text-embeddings-inference; endpoints_compatible; region:us,No,No
text-to-speech,google/electra-base-discriminator,google/electra-base-discriminator,61,12192573,No,,transformers,2022-03-02T23:29:05.000Z,transformers; pytorch; tf; jax; rust; electra; pretraining; en; arxiv:1406.2661; license:apache-2.0; endpoints_compatible; region:us,No,No
text-to-speech,FacebookAI/xlm-roberta-base,FacebookAI/xlm-roberta-base,707,12179167,No,fill-mask,transformers,2022-03-02T23:29:04.000Z,transformers; pytorch; tf; jax; onnx; safetensors; xlm-roberta; fill-mask; exbert; multilingual; af; am; ar; as; az; be; bg; bn; br; bs; ca; cs; cy; da; de; el; en; eo; es; et; eu; fa; fi; fr; fy; ga; gd; gl; gu; ha; he; hi; hr; hu; hy; id; is; it; ja; jv; ka; kk; km; kn; ko; ku; ky; la; lo; lt; lv; mg; mk; ml; mn; mr; ms; my; ne; nl; no; om; or; pa; pl; ps; pt; ro; ru; sa; sd; si; sk; sl; so; sq; sr; su; sv; sw; ta; te; th; tl; tr; ug; uk; ur; uz; vi; xh; yi; zh; arxiv:1911.02116; license:mit; autotrain_compatible; endpoints_compatible; region:us,No,No
text-to-speech,Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,250,11920408,No,text-generation,transformers,2024-09-16T11:56:10.000Z,transformers; safetensors; qwen2; text-generation; chat; conversational; en; arxiv:2309.00071; arxiv:2407.10671; base_model:Qwen/Qwen2.5-14B; base_model:finetune:Qwen/Qwen2.5-14B; license:apache-2.0; autotrain_compatible; text-generation-inference; endpoints_compatible; region:us,No,No
text-to-speech,openai/clip-vit-large-patch14,openai/clip-vit-large-patch14,1820,11364041,No,zero-shot-image-classification,transformers,2022-03-02T23:29:05.000Z,transformers; pytorch; tf; jax; safetensors; clip; zero-shot-image-classification; vision; arxiv:2103.00020; arxiv:1908.04913; endpoints_compatible; region:us,No,No
text-to-speech,distilbert/distilbert-base-uncased,distilbert/distilbert-base-uncased,733,10880150,No,fill-mask,transformers,2022-03-02T23:29:04.000Z,transformers; pytorch; tf; jax; rust; safetensors; distilbert; fill-mask; exbert; en; dataset:bookcorpus; dataset:wikipedia; arxiv:1910.01108; license:apache-2.0; autotrain_compatible; endpoints_compatible; region:us,No,No
text-to-speech,colbert-ir/colbertv2.0,colbert-ir/colbertv2.0,270,10282172,No,,transformers,2023-06-27T21:31:39.000Z,transformers; pytorch; onnx; safetensors; bert; ColBERT; en; arxiv:2004.12832; arxiv:2007.00814; arxiv:2101.00436; arxiv:2112.01488; arxiv:2205.09707; license:mit; endpoints_compatible; region:us,No,No
text-to-speech,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct,4381,9826987,No,text-generation,transformers,2024-07-18T08:56:00.000Z,transformers; safetensors; llama; text-generation; facebook; meta; pytorch; llama-3; conversational; en; de; fr; it; pt; hi; es; th; arxiv:2204.05149; base_model:meta-llama/Llama-3.1-8B; base_model:finetune:meta-llama/Llama-3.1-8B; license:llama3.1; autotrain_compatible; text-generation-inference; endpoints_compatible; region:us,No,No
text-to-speech,FacebookAI/roberta-base,FacebookAI/roberta-base,508,8777915,No,fill-mask,transformers,2022-03-02T23:29:04.000Z,transformers; pytorch; tf; jax; rust; safetensors; roberta; fill-mask; exbert; en; dataset:bookcorpus; dataset:wikipedia; arxiv:1907.11692; arxiv:1806.02847; license:mit; autotrain_compatible; endpoints_compatible; region:us,No,No
text-to-speech,facebook/contriever,facebook/contriever,63,7825404,No,,transformers,2022-03-02T23:29:05.000Z,transformers; pytorch; bert; arxiv:2112.09118; endpoints_compatible; region:us,No,No
text-to-speech,Qwen/Qwen3-4B-Base,Qwen/Qwen3-4B-Base,39,7519798,No,text-generation,transformers,2025-04-28T05:04:27.000Z,transformers; safetensors; qwen3; text-generation; conversational; arxiv:2505.09388; license:apache-2.0; autotrain_compatible; text-generation-inference; endpoints_compatible; region:us,No,No
text-to-speech,google-bert/bert-base-multilingual-cased,google-bert/bert-base-multilingual-cased,516,7068843,No,fill-mask,transformers,2022-03-02T23:29:04.000Z,transformers; pytorch; tf; jax; safetensors; bert; fill-mask; multilingual; af; sq; ar; an; hy; ast; az; ba; eu; bar; be; bn; inc; bs; br; bg; my; ca; ceb; ce; zh; cv; hr; cs; da; nl; en; et; fi; fr; gl; ka; de; el; gu; ht; he; hi; hu; is; io; id; ga; it; ja; jv; kn; kk; ky; ko; la; lv; lt; roa; nds; lm; mk; mg; ms; ml; mr; mn; min; ne; new; nb; nn; oc; fa; pms; pl; pt; pa; ro; ru; sco; sr; scn; sk; sl; aze; es; su; sw; sv; tl; tg; th; ta; tt; te; tr; uk; ud; uz; vi; vo; war; cy; fry; pnb; yo; dataset:wikipedia; arxiv:1810.04805; license:apache-2.0; autotrain_compatible; endpoints_compatible; region:us,No,No
text-to-speech,openai/clip-vit-large-patch14-336,openai/clip-vit-large-patch14-336,257,6985561,No,zero-shot-image-classification,transformers,2022-04-22T14:57:43.000Z,transformers; pytorch; tf; clip; zero-shot-image-classification; generated_from_keras_callback; endpoints_compatible; region:us,No,No
text-to-speech,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,738,6953696,No,text-generation,transformers,2024-09-16T11:55:40.000Z,transformers; safetensors; qwen2; text-generation; chat; conversational; en; arxiv:2309.00071; arxiv:2407.10671; base_model:Qwen/Qwen2.5-7B; base_model:finetune:Qwen/Qwen2.5-7B; license:apache-2.0; autotrain_compatible; text-generation-inference; endpoints_compatible; region:us,No,No
text-to-speech,jonatasgrosman/wav2vec2-large-xlsr-53-portuguese,jonatasgrosman/wav2vec2-large-xlsr-53-portuguese,35,6706377,No,automatic-speech-recognition,transformers,2022-03-02T23:29:05.000Z,transformers; pytorch; jax; wav2vec2; automatic-speech-recognition; audio; hf-asr-leaderboard; mozilla-foundation/common_voice_6_0; pt; robust-speech-event; speech; xlsr-fine-tuning-week; dataset:common_voice; dataset:mozilla-foundation/common_voice_6_0; doi:10.57967/hf/3572; license:apache-2.0; model-index; endpoints_compatible; region:us,No,No
text-to-speech,facebook/esm2_t30_150M_UR50D,facebook/esm2_t30_150M_UR50D,7,6561569,No,fill-mask,transformers,2022-09-27T14:31:08.000Z,transformers; pytorch; tf; safetensors; esm; fill-mask; license:mit; autotrain_compatible; endpoints_compatible; region:us,No,No
text-to-speech,Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,1088,5860141,No,image-text-to-text,transformers,2025-01-26T09:26:37.000Z,transformers; safetensors; qwen2_5_vl; image-to-text; multimodal; image-text-to-text; conversational; en; arxiv:2309.00071; arxiv:2409.12191; arxiv:2308.12966; license:apache-2.0; text-generation-inference; endpoints_compatible; region:us,No,No
text-to-speech,Intel/zoedepth-nyu-kitti,Intel/zoedepth-nyu-kitti,7,5619198,No,depth-estimation,transformers,2024-04-30T20:22:35.000Z,transformers; safetensors; zoedepth; depth-estimation; vision; arxiv:2302.12288; license:mit; endpoints_compatible; region:us,No,No
text-to-speech,BAAI/bge-large-en-v1.5,BAAI/bge-large-en-v1.5,550,5589949,No,feature-extraction,sentence-transformers,2023-09-12T05:20:08.000Z,sentence-transformers; pytorch; onnx; safetensors; bert; feature-extraction; sentence-similarity; transformers; mteb; en; arxiv:2401.03462; arxiv:2312.15503; arxiv:2311.13534; arxiv:2310.07554; arxiv:2309.07597; license:mit; model-index; autotrain_compatible; text-embeddings-inference; endpoints_compatible; region:us,No,No
text-to-speech,autogluon/chronos-bolt-base,autogluon/chronos-bolt-base,24,5467692,No,time-series-forecasting,,2024-11-13T13:07:57.000Z,safetensors; t5; time series; forecasting; pretrained models; foundation models; time series foundation models; time-series; time-series-forecasting; arxiv:1910.10683; arxiv:2403.07815; license:apache-2.0; region:us,No,No
text-to-speech,facebook/opt-125m,facebook/opt-125m,208,5275405,No,text-generation,transformers,2022-05-11T08:25:17.000Z,transformers; pytorch; tf; jax; opt; text-generation; en; arxiv:2205.01068; arxiv:2005.14165; license:other; autotrain_compatible; text-generation-inference; region:us,No,No
text-to-speech,emilyalsentzer/Bio_ClinicalBERT,emilyalsentzer/Bio_ClinicalBERT,370,4967474,No,fill-mask,transformers,2022-03-02T23:29:05.000Z,transformers; pytorch; tf; jax; bert; fill-mask; en; arxiv:1904.03323; arxiv:1901.08746; license:mit; endpoints_compatible; region:us,No,No
text-to-speech,google/siglip2-so400m-patch16-naflex,google/siglip2-so400m-patch16-naflex,25,4893187,No,zero-shot-image-classification,transformers,2025-02-18T11:45:40.000Z,transformers; safetensors; siglip2; zero-shot-image-classification; vision; arxiv:2502.14786; arxiv:2303.15343; arxiv:2209.06794; license:apache-2.0; endpoints_compatible; region:us,No,No
text-to-speech,cross-encoder/ms-marco-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L6-v2,129,4826969,No,text-ranking,sentence-transformers,2022-03-02T23:29:05.000Z,sentence-transformers; pytorch; jax; onnx; safetensors; openvino; bert; text-classification; transformers; text-ranking; en; dataset:sentence-transformers/msmarco; base_model:cross-encoder/ms-marco-MiniLM-L12-v2; base_model:quantized:cross-encoder/ms-marco-MiniLM-L12-v2; license:apache-2.0; region:us,No,No
text-to-speech,dphn/dolphin-2.9.1-yi-1.5-34b,dphn/dolphin-2.9.1-yi-1.5-34b,38,4705848,No,text-generation,transformers,2024-05-18T04:50:56.000Z,transformers; safetensors; llama; text-generation; generated_from_trainer; axolotl; conversational; dataset:cognitivecomputations/Dolphin-2.9; dataset:teknium/OpenHermes-2.5; dataset:m-a-p/CodeFeedback-Filtered-Instruction; dataset:cognitivecomputations/dolphin-coder; dataset:cognitivecomputations/samantha-data; dataset:microsoft/orca-math-word-problems-200k; dataset:Locutusque/function-calling-chatml; dataset:internlm/Agent-FLAN; base_model:01-ai/Yi-1.5-34B; base_model:finetune:01-ai/Yi-1.5-34B; license:apache-2.0; autotrain_compatible; text-generation-inference; endpoints_compatible; region:us,No,No
text-to-speech,timm/resnet18.a1_in1k,timm/resnet18.a1_in1k,12,4660932,No,image-classification,timm,2023-04-05T18:02:50.000Z,timm; pytorch; safetensors; image-classification; transformers; arxiv:2110.00476; arxiv:1512.03385; license:apache-2.0; region:us,No,No
text-to-speech,microsoft/deberta-v3-large,microsoft/deberta-v3-large,232,4521669,No,fill-mask,transformers,2022-03-02T23:29:05.000Z,transformers; pytorch; tf; deberta-v2; deberta; deberta-v3; fill-mask; en; arxiv:2006.03654; arxiv:2111.09543; license:mit; endpoints_compatible; region:us,No,No
text-to-speech,BAAI/bge-m3,BAAI/bge-m3,2242,4520927,No,sentence-similarity,sentence-transformers,2024-01-27T17:07:29.000Z,sentence-transformers; pytorch; onnx; xlm-roberta; feature-extraction; sentence-similarity; arxiv:2402.03216; arxiv:2004.04906; arxiv:2106.14807; arxiv:2107.05720; arxiv:2004.12832; license:mit; autotrain_compatible; text-embeddings-inference; endpoints_compatible; region:us,No,No
text-to-speech,jinaai/jina-embeddings-v3,jinaai/jina-embeddings-v3,1037,4358975,No,feature-extraction,transformers,2024-09-05T11:56:46.000Z,transformers; pytorch; onnx; safetensors; feature-extraction; sentence-similarity; mteb; sentence-transformers; custom_code; multilingual; af; am; ar; as; az; be; bg; bn; br; bs; ca; cs; cy; da; de; el; en; eo; es; et; eu; fa; fi; fr; fy; ga; gd; gl; gu; ha; he; hi; hr; hu; hy; id; is; it; ja; jv; ka; kk; km; kn; ko; ku; ky; la; lo; lt; lv; mg; mk; ml; mn; mr; ms; my; ne; nl; no; om; or; pa; pl; ps; pt; ro; ru; sa; sd; si; sk; sl; so; sq; sr; su; sv; sw; ta; te; th; tl; tr; ug; uk; ur; uz; vi; xh; yi; zh; arxiv:2409.10173; license:cc-by-nc-4.0; model-index; region:eu,No,No
text-to-speech,omni-research/Tarsier2-Recap-7b,omni-research/Tarsier2-Recap-7b,15,4357477,No,,,2025-02-11T02:11:26.000Z,safetensors; video LLM; arxiv:2501.07888; license:apache-2.0; region:us,No,No
text-to-speech,answerdotai/answerai-colbert-small-v1,answerdotai/answerai-colbert-small-v1,152,4340418,No,,,2024-08-12T13:02:24.000Z,onnx; safetensors; bert; ColBERT; RAGatouille; passage-retrieval; en; arxiv:2407.20750; license:apache-2.0; region:us,No,No
text-to-speech,jonatasgrosman/wav2vec2-large-xlsr-53-russian,jonatasgrosman/wav2vec2-large-xlsr-53-russian,59,4304164,No,automatic-speech-recognition,transformers,2022-03-02T23:29:05.000Z,transformers; pytorch; jax; wav2vec2; automatic-speech-recognition; audio; hf-asr-leaderboard; mozilla-foundation/common_voice_6_0; robust-speech-event; ru; speech; xlsr-fine-tuning-week; dataset:common_voice; dataset:mozilla-foundation/common_voice_6_0; doi:10.57967/hf/3571; license:apache-2.0; model-index; endpoints_compatible; region:us,No,No
text-to-speech,google/vit-base-patch16-224,google/vit-base-patch16-224,848,4296914,No,image-classification,transformers,2022-03-02T23:29:05.000Z,transformers; pytorch; tf; jax; safetensors; vit; image-classification; vision; dataset:imagenet-1k; dataset:imagenet-21k; arxiv:2010.11929; arxiv:2006.03677; license:apache-2.0; autotrain_compatible; endpoints_compatible; region:us,No,No
text-to-speech,Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,469,4271019,No,image-text-to-text,transformers,2025-01-26T09:25:35.000Z,transformers; safetensors; qwen2_5_vl; image-to-text; multimodal; image-text-to-text; conversational; en; arxiv:2309.00071; arxiv:2409.12191; arxiv:2308.12966; text-generation-inference; endpoints_compatible; region:us,No,No
text-to-speech,sentence-transformers/paraphrase-MiniLM-L6-v2,sentence-transformers/paraphrase-MiniLM-L6-v2,138,4232533,No,sentence-similarity,sentence-transformers,2022-03-02T23:29:05.000Z,sentence-transformers; pytorch; tf; onnx; safetensors; openvino; bert; feature-extraction; sentence-similarity; transformers; arxiv:1908.10084; license:apache-2.0; autotrain_compatible; text-embeddings-inference; endpoints_compatible; region:us,No,No

=== SHEET: Google_AI ===
name,version,display_name,description,input_token_limit,output_token_limit,supported_generation_methods,top_k,top_p,temperature
models/embedding-gecko-001,001,Embedding Gecko,Obtain a distributed representation of a text.,1024,1,embedText; countTextTokens,,,
models/gemini-1.5-pro-latest,001,Gemini 1.5 Pro Latest,"Alias that points to the most recent production (non-experimental) release of Gemini 1.5 Pro, our mid-size multimodal model that supports up to 2 million tokens.",2000000,8192,generateContent; countTokens,40,0.95,1
models/gemini-1.5-pro-002,002,Gemini 1.5 Pro 002,"Stable version of Gemini 1.5 Pro, our mid-size multimodal model that supports up to 2 million tokens, released in September of 2024.",2000000,8192,generateContent; countTokens; createCachedContent,40,0.95,1
models/gemini-1.5-pro,001,Gemini 1.5 Pro,"Stable version of Gemini 1.5 Pro, our mid-size multimodal model that supports up to 2 million tokens, released in May of 2024.",2000000,8192,generateContent; countTokens,40,0.95,1
models/gemini-1.5-flash-latest,001,Gemini 1.5 Flash Latest,"Alias that points to the most recent production (non-experimental) release of Gemini 1.5 Flash, our fast and versatile multimodal model for scaling across diverse tasks.",1000000,8192,generateContent; countTokens,40,0.95,1
models/gemini-1.5-flash,001,Gemini 1.5 Flash,"Alias that points to the most recent stable version of Gemini 1.5 Flash, our fast and versatile multimodal model for scaling across diverse tasks.",1000000,8192,generateContent; countTokens,40,0.95,1
models/gemini-1.5-flash-002,002,Gemini 1.5 Flash 002,"Stable version of Gemini 1.5 Flash, our fast and versatile multimodal model for scaling across diverse tasks, released in September of 2024.",1000000,8192,generateContent; countTokens; createCachedContent,40,0.95,1
models/gemini-1.5-flash-8b,001,Gemini 1.5 Flash-8B,"Stable version of Gemini 1.5 Flash-8B, our smallest and most cost effective Flash model, released in October of 2024.",1000000,8192,createCachedContent; generateContent; countTokens,40,0.95,1
models/gemini-1.5-flash-8b-001,001,Gemini 1.5 Flash-8B 001,"Stable version of Gemini 1.5 Flash-8B, our smallest and most cost effective Flash model, released in October of 2024.",1000000,8192,createCachedContent; generateContent; countTokens,40,0.95,1
models/gemini-1.5-flash-8b-latest,001,Gemini 1.5 Flash-8B Latest,"Alias that points to the most recent production (non-experimental) release of Gemini 1.5 Flash-8B, our smallest and most cost effective Flash model, released in October of 2024.",1000000,8192,createCachedContent; generateContent; countTokens,40,0.95,1
models/gemini-2.5-pro-preview-03-25,2.5-preview-03-25,Gemini 2.5 Pro Preview 03-25,Gemini 2.5 Pro Preview 03-25,1048576,65536,generateContent; countTokens; createCachedContent; batchGenerateContent,64,0.95,1
models/gemini-2.5-flash-preview-05-20,2.5-preview-05-20,Gemini 2.5 Flash Preview 05-20,"Preview release (April 17th, 2025) of Gemini 2.5 Flash",1048576,65536,generateContent; countTokens; createCachedContent; batchGenerateContent,64,0.95,1
models/gemini-2.5-flash,001,Gemini 2.5 Flash,"Stable version of Gemini 2.5 Flash, our mid-size multimodal model that supports up to 1 million tokens, released in June of 2025.",1048576,65536,generateContent; countTokens; createCachedContent; batchGenerateContent,64,0.95,1
models/gemini-2.5-flash-lite-preview-06-17,2.5-preview-06-17,Gemini 2.5 Flash-Lite Preview 06-17,"Preview release (June 11th, 2025) of Gemini 2.5 Flash-Lite",1048576,65536,generateContent; countTokens; createCachedContent; batchGenerateContent,64,0.95,1
models/gemini-2.5-pro-preview-05-06,2.5-preview-05-06,Gemini 2.5 Pro Preview 05-06,"Preview release (May 6th, 2025) of Gemini 2.5 Pro",1048576,65536,generateContent; countTokens; createCachedContent; batchGenerateContent,64,0.95,1
models/gemini-2.5-pro-preview-06-05,2.5-preview-06-05,Gemini 2.5 Pro Preview,"Preview release (June 5th, 2025) of Gemini 2.5 Pro",1048576,65536,generateContent; countTokens; createCachedContent; batchGenerateContent,64,0.95,1
models/gemini-2.5-pro,2.5,Gemini 2.5 Pro,"Stable release (June 17th, 2025) of Gemini 2.5 Pro",1048576,65536,generateContent; countTokens; createCachedContent; batchGenerateContent,64,0.95,1
models/gemini-2.0-flash-exp,2.0,Gemini 2.0 Flash Experimental,Gemini 2.0 Flash Experimental,1048576,8192,generateContent; countTokens; bidiGenerateContent,40,0.95,1
models/gemini-2.0-flash,2.0,Gemini 2.0 Flash,Gemini 2.0 Flash,1048576,8192,generateContent; countTokens; createCachedContent; batchGenerateContent,40,0.95,1
models/gemini-2.0-flash-001,2.0,Gemini 2.0 Flash 001,"Stable version of Gemini 2.0 Flash, our fast and versatile multimodal model for scaling across diverse tasks, released in January of 2025.",1048576,8192,generateContent; countTokens; createCachedContent; batchGenerateContent,40,0.95,1
models/gemini-2.0-flash-exp-image-generation,2.0,Gemini 2.0 Flash (Image Generation) Experimental,Gemini 2.0 Flash (Image Generation) Experimental,1048576,8192,generateContent; countTokens; bidiGenerateContent,40,0.95,1
models/gemini-2.0-flash-lite-001,2.0,Gemini 2.0 Flash-Lite 001,Stable version of Gemini 2.0 Flash-Lite,1048576,8192,generateContent; countTokens; createCachedContent; batchGenerateContent,40,0.95,1
models/gemini-2.0-flash-lite,2.0,Gemini 2.0 Flash-Lite,Gemini 2.0 Flash-Lite,1048576,8192,generateContent; countTokens; createCachedContent; batchGenerateContent,40,0.95,1
models/gemini-2.0-flash-preview-image-generation,2.0,Gemini 2.0 Flash Preview Image Generation,Gemini 2.0 Flash Preview Image Generation,32768,8192,generateContent; countTokens,64,0.95,1
models/gemini-2.0-flash-lite-preview-02-05,preview-02-05,Gemini 2.0 Flash-Lite Preview 02-05,"Preview release (February 5th, 2025) of Gemini 2.0 Flash-Lite",1048576,8192,generateContent; countTokens; createCachedContent; batchGenerateContent,40,0.95,1
models/gemini-2.0-flash-lite-preview,preview-02-05,Gemini 2.0 Flash-Lite Preview,"Preview release (February 5th, 2025) of Gemini 2.0 Flash-Lite",1048576,8192,generateContent; countTokens; createCachedContent; batchGenerateContent,40,0.95,1
models/gemini-2.0-pro-exp,2.5-exp-03-25,Gemini 2.0 Pro Experimental,"Experimental release (March 25th, 2025) of Gemini 2.5 Pro",1048576,65536,generateContent; countTokens; createCachedContent; batchGenerateContent,64,0.95,1
models/gemini-2.0-pro-exp-02-05,2.5-exp-03-25,Gemini 2.0 Pro Experimental 02-05,"Experimental release (March 25th, 2025) of Gemini 2.5 Pro",1048576,65536,generateContent; countTokens; createCachedContent; batchGenerateContent,64,0.95,1
models/gemini-exp-1206,2.5-exp-03-25,Gemini Experimental 1206,"Experimental release (March 25th, 2025) of Gemini 2.5 Pro",1048576,65536,generateContent; countTokens; createCachedContent; batchGenerateContent,64,0.95,1
models/gemini-2.0-flash-thinking-exp-01-21,2.5-preview-05-20,Gemini 2.5 Flash Preview 05-20,"Preview release (April 17th, 2025) of Gemini 2.5 Flash",1048576,65536,generateContent; countTokens; createCachedContent; batchGenerateContent,64,0.95,1
models/gemini-2.0-flash-thinking-exp,2.5-preview-05-20,Gemini 2.5 Flash Preview 05-20,"Preview release (April 17th, 2025) of Gemini 2.5 Flash",1048576,65536,generateContent; countTokens; createCachedContent; batchGenerateContent,64,0.95,1
models/gemini-2.0-flash-thinking-exp-1219,2.5-preview-05-20,Gemini 2.5 Flash Preview 05-20,"Preview release (April 17th, 2025) of Gemini 2.5 Flash",1048576,65536,generateContent; countTokens; createCachedContent; batchGenerateContent,64,0.95,1
models/gemini-2.5-flash-preview-tts,gemini-2.5-flash-exp-tts-2025-05-19,Gemini 2.5 Flash Preview TTS,Gemini 2.5 Flash Preview TTS,8192,16384,countTokens; generateContent,64,0.95,1
models/gemini-2.5-pro-preview-tts,gemini-2.5-pro-preview-tts-2025-05-19,Gemini 2.5 Pro Preview TTS,Gemini 2.5 Pro Preview TTS,8192,16384,countTokens; generateContent,64,0.95,1
models/learnlm-2.0-flash-experimental,2.0,LearnLM 2.0 Flash Experimental,LearnLM 2.0 Flash Experimental,1048576,32768,generateContent; countTokens,64,0.95,1
models/gemma-3-1b-it,001,Gemma 3 1B,,32768,8192,generateContent; countTokens,64,0.95,1
models/gemma-3-4b-it,001,Gemma 3 4B,,32768,8192,generateContent; countTokens,64,0.95,1
models/gemma-3-12b-it,001,Gemma 3 12B,,32768,8192,generateContent; countTokens,64,0.95,1
models/gemma-3-27b-it,001,Gemma 3 27B,,131072,8192,generateContent; countTokens,64,0.95,1
models/gemma-3n-e4b-it,001,Gemma 3n E4B,,8192,2048,generateContent; countTokens,64,0.95,1
models/gemma-3n-e2b-it,001,Gemma 3n E2B,,8192,2048,generateContent; countTokens,64,0.95,1
models/gemini-2.5-flash-lite,001,Gemini 2.5 Flash-Lite,"Stable verion of Gemini 2.5 Flash-Lite, released in July of 2025",1048576,65536,generateContent; countTokens; createCachedContent; batchGenerateContent,64,0.95,1
models/embedding-001,001,Embedding 001,Obtain a distributed representation of a text.,2048,1,embedContent,,,
models/text-embedding-004,004,Text Embedding 004,Obtain a distributed representation of a text.,2048,1,embedContent,,,
models/gemini-embedding-exp-03-07,exp-03-07,Gemini Embedding Experimental 03-07,Obtain a distributed representation of a text.,8192,1,embedContent; countTextTokens; countTokens,,,
models/gemini-embedding-exp,exp-03-07,Gemini Embedding Experimental,Obtain a distributed representation of a text.,8192,1,embedContent; countTextTokens; countTokens,,,
models/gemini-embedding-001,001,Gemini Embedding 001,Obtain a distributed representation of a text.,2048,1,embedContent; countTextTokens; countTokens,,,
models/aqa,001,Model that performs Attributed Question Answering.,"Model trained to return answers to questions that are grounded in provided sources, along with estimating answerable probability.",7168,1024,generateAnswer,40,1,0.2
models/imagen-3.0-generate-002,002,Imagen 3.0 002 model,Vertex served Imagen 3.0 002 model,480,8192,predict,,,
models/imagen-4.0-generate-preview-06-06,01,Imagen 4 (Preview),Vertex served Imagen 4.0 model,480,8192,predict,,,

=== SHEET: Cohere ===
name,endpoints,finetuned,context_length,tokenizer_url,supports_vision,features,default_endpoints
embed-english-light-v3.0,embed; classify,No,512,https://storage.googleapis.com/cohere-public/tokenizers/embed-english-light-v3.0.json,No,,
embed-multilingual-v2.0,embed; classify,No,256,https://storage.googleapis.com/cohere-public/tokenizers/embed-multilingual-v2.0.json,No,,
rerank-v3.5,rerank,No,4096,https://storage.googleapis.com/cohere-public/tokenizers/rerank-v3.5.json,No,,rerank
command-r-08-2024,generate; chat; summarize,No,132096,https://storage.googleapis.com/cohere-public/tokenizers/command-r-08-2024.json,No,"logprobs,json_mode,json_schema,strict_tools,safety_modes,tools",
command-r-plus-08-2024,generate; chat; summarize,No,132096,https://storage.googleapis.com/cohere-public/tokenizers/command-r-plus-08-2024.json,No,"logprobs,json_mode,json_schema,strict_tools,safety_modes,tools",
embed-v4.0,embed,No,8192,https://storage.googleapis.com/cohere-public/tokenizers/embed-v4.0.json,No,,
rerank-english-v3.0,rerank,No,4096,https://storage.googleapis.com/cohere-public/tokenizers/rerank-english-v3.0.json,No,,
command-nightly,chat,No,288000,https://storage.googleapis.com/cohere-public/tokenizers/command-nightly.json,No,"logprobs,json_mode,json_schema,strict_tools,safety_modes,tools",
command-a-03-2025,chat,No,288000,https://storage.googleapis.com/cohere-public/tokenizers/command-a-03-2025.json,No,"logprobs,json_mode,json_schema,strict_tools,safety_modes,tools",chat
