model_name,provider,original_provider,context_window,input_price_per_million_tokens,output_price_per_million_tokens,modality,release_date
google/gemma-3-27b-it:free,OpenRouter,Google,96000,0.0,0.0,text+image->text,2025-04-23
google/gemma-3-27b-it,OpenRouter,Google,131072,0.09,0.17,text+image->text,2025-04-23
thedrummer/anubis-pro-105b-v1,OpenRouter,TheDrummer,131072,0.5,1.0,text->text,2025-04-22
thedrummer/skyfall-36b-v2,OpenRouter,TheDrummer,32768,0.0728,0.0728,text->text,2025-04-22
microsoft/phi-4-multimodal-instruct,OpenRouter,Microsoft,131072,0.05,0.1,text+image->text,2025-04-19
perplexity/sonar-reasoning-pro,OpenRouter,Perplexity,128000,2.0,8.0,text+image->text,2025-04-18
perplexity/sonar-pro,OpenRouter,Perplexity,200000,3.0,15.0,text+image->text,2025-04-18
perplexity/sonar-deep-research,OpenRouter,Perplexity,128000,2.0,8.0,text->text,2025-04-18
qwen/qwq-32b:free,OpenRouter,Qwen,32768,0.0,0.0,text->text,2025-04-17
qwen/qwq-32b,OpenRouter,Qwen,131072,0.075,0.15,text->text,2025-04-17
nousresearch/deephermes-3-llama-3-8b-preview:free,OpenRouter,Nous,131072,0.0,0.0,text->text,2025-04-11
google/gemini-2.0-flash-lite-001,OpenRouter,Google,1048576,0.075,0.3,text+image->text,2025-04-09
anthropic/claude-3.7-sonnet,OpenRouter,Anthropic,200000,3.0,15.0,text+image->text,2025-04-08
anthropic/claude-3.7-sonnet:thinking,OpenRouter,Anthropic,200000,3.0,15.0,text+image->text,2025-04-08
anthropic/claude-3.7-sonnet:beta,OpenRouter,Anthropic,200000,3.0,15.0,text+image->text,2025-04-08
perplexity/r1-1776,OpenRouter,Perplexity,128000,2.0,8.0,text->text,2025-04-03
mistralai/mistral-saba,OpenRouter,Mistral,32768,0.2,0.6,text->text,2025-04-01
cognitivecomputations/dolphin3.0-r1-mistral-24b:free,OpenRouter,Dolphin3.0 R1 Mistral 24B,32768,0.0,0.0,text->text,2025-03-27
cognitivecomputations/dolphin3.0-r1-mistral-24b,OpenRouter,Dolphin3.0 R1 Mistral 24B,32768,0.013,0.013,text->text,2025-03-27
cognitivecomputations/dolphin3.0-mistral-24b:free,OpenRouter,Dolphin3.0 Mistral 24B,32768,0.0,0.0,text->text,2025-03-27
meta-llama/llama-guard-3-8b,OpenRouter,Llama Guard 3 8B,131072,0.02,0.06,text->text,2025-03-27
openai/o3-mini-high,OpenRouter,OpenAI,200000,1.1,4.4,text->text,2025-03-27
deepseek/deepseek-r1-distill-llama-8b,OpenRouter,DeepSeek,32000,0.04,0.04,text->text,2025-03-22
google/gemini-2.0-flash-001,OpenRouter,Google,1048576,0.1,0.4,text+image->text,2025-03-21
qwen/qwen-vl-plus,OpenRouter,Qwen,7500,0.21,0.63,text+image->text,2025-03-20
aion-labs/aion-1.0,OpenRouter,AionLabs,131072,4.0,8.0,text->text,2025-03-19
aion-labs/aion-1.0-mini,OpenRouter,AionLabs,131072,0.7,1.4,text->text,2025-03-19
aion-labs/aion-rp-llama-3.1-8b,OpenRouter,AionLabs,32768,0.2,0.2,text->text,2025-03-19
qwen/qwen-vl-max,OpenRouter,Qwen,7500,0.8,3.2,text+image->text,2025-03-17
qwen/qwen-turbo,OpenRouter,Qwen,1000000,0.05,0.2,text->text,2025-03-17
qwen/qwen2.5-vl-72b-instruct:free,OpenRouter,Qwen,32768,0.0,0.0,text+image->text,2025-03-17
qwen/qwen2.5-vl-72b-instruct,OpenRouter,Qwen,32000,0.25,0.75,text+image->text,2025-03-17
qwen/qwen-plus,OpenRouter,Qwen,131072,0.4,1.2,text->text,2025-03-17
qwen/qwen-max,OpenRouter,Qwen,32768,1.6,6.4,text->text,2025-03-17
openai/o3-mini,OpenRouter,OpenAI,200000,1.1,4.4,text->text,2025-03-16
deepseek/deepseek-r1-distill-qwen-1.5b,OpenRouter,DeepSeek,131072,0.18,0.18,text->text,2025-03-16
mistralai/mistral-small-24b-instruct-2501:free,OpenRouter,Mistral,32768,0.0,0.0,text->text,2025-03-15
mistralai/mistral-small-24b-instruct-2501,OpenRouter,Mistral,32768,0.03,0.03,text->text,2025-03-15
deepseek/deepseek-r1-distill-qwen-32b,OpenRouter,DeepSeek,131072,0.075,0.15,text->text,2025-03-15
deepseek/deepseek-r1-distill-qwen-14b:free,OpenRouter,DeepSeek,64000,0.0,0.0,text->text,2025-03-15
deepseek/deepseek-r1-distill-qwen-14b,OpenRouter,DeepSeek,64000,0.15,0.15,text->text,2025-03-15
perplexity/sonar-reasoning,OpenRouter,Perplexity,127000,1.0,5.0,text->text,2025-03-14
perplexity/sonar,OpenRouter,Perplexity,127072,1.0,1.0,text+image->text,2025-03-13
liquid/lfm-7b,OpenRouter,Liquid,32768,0.01,0.01,text->text,2025-03-09
liquid/lfm-3b,OpenRouter,Liquid,32768,0.02,0.02,text->text,2025-03-09
deepseek/deepseek-r1-distill-llama-70b:free,OpenRouter,DeepSeek,8192,0.0,0.0,text->text,2025-03-07
deepseek/deepseek-r1-distill-llama-70b,OpenRouter,DeepSeek,131072,0.05,0.05,text->text,2025-03-07
deepseek/deepseek-r1:free,OpenRouter,DeepSeek,163840,null,null,text->text,2025-03-04
deepseek/deepseek-r1,OpenRouter,DeepSeek,163840,0.4,2.0,text->text,2025-03-04
minimax/minimax-01,OpenRouter,MiniMax,1000192,0.2,1.1,text+image->text,2025-03-01
mistralai/codestral-2501,OpenRouter,Mistral,262144,0.3,0.9,text->text,2025-02-29
microsoft/phi-4,OpenRouter,Microsoft,16384,0.06,0.14,text->text,2025-02-25
deepseek/deepseek-chat,OpenRouter,DeepSeek,163840,0.272,0.272,text->text,2024-12-23
sao10k/l3.3-euryale-70b,OpenRouter,Sao10K,131072,0.65,0.75,text->text,2024-12-16
openai/o1,OpenRouter,OpenAI,200000,15.0,60.0,text+image->text,2024-12-15
x-ai/grok-2-vision-1212,OpenRouter,xAI,32768,2.0,10.0,text+image->text,2024-12-12
x-ai/grok-2-1212,OpenRouter,xAI,131072,2.0,10.0,text->text,2024-12-12
cohere/command-r7b-12-2024,OpenRouter,Cohere,128000,0.0375,0.15,text->text,2024-12-11
google/gemini-2.0-flash-exp:free,OpenRouter,Google,1048576,null,null,text+image->text,2024-12-10
meta-llama/llama-3.3-70b-instruct:free,OpenRouter,Meta,65536,0.0,0.0,text->text,2024-12-05
meta-llama/llama-3.3-70b-instruct,OpenRouter,Meta,131072,0.038,0.12,text->text,2024-12-05
amazon/nova-lite-v1,OpenRouter,Amazon,300000,0.06,0.24,text+image->text,2024-12-05
amazon/nova-micro-v1,OpenRouter,Amazon,128000,0.035,0.14,text->text,2024-12-05
amazon/nova-pro-v1,OpenRouter,Amazon,300000,0.8,3.2,text+image->text,2024-12-05
qwen/qwq-32b-preview,OpenRouter,Qwen,32768,0.2,0.2,text->text,2024-11-28
openai/gpt-4o-2024-11-20,OpenRouter,OpenAI,128000,2.5,10.0,text+image->text,2024-11-20
mistralai/mistral-large-2411,OpenRouter,Mistral Large 2411,131072,2.0,6.0,text->text,2024-11-19
mistralai/mistral-large-2407,OpenRouter,Mistral Large 2407,131072,2.0,6.0,text->text,2024-11-19
mistralai/pixtral-large-2411,OpenRouter,Mistral,131072,2.0,6.0,text+image->text,2024-11-19
x-ai/grok-vision-beta,OpenRouter,xAI,8192,5.0,15.0,text+image->text,2024-11-19
infermatic/mn-inferor-12b,OpenRouter,Infermatic,16384,0.8,1.2,text->text,2024-11-14
qwen/qwen-2.5-coder-32b-instruct:free,OpenRouter,Qwen2.5 Coder 32B Instruct,32768,0.0,0.0,text->text,2024-11-13
qwen/qwen-2.5-coder-32b-instruct,OpenRouter,Qwen2.5 Coder 32B Instruct,32768,0.06,0.15,text->text,2024-11-13
raifle/sorcererlm-8x22b,OpenRouter,SorcererLM 8x22B,16000,4.5,4.5,text->text,2024-11-10
thedrummer/unslopnemo-12b,OpenRouter,TheDrummer,32768,0.4,0.4,text->text,2024-11-10
anthropic/claude-3.5-haiku:beta,OpenRouter,Anthropic,200000,0.8,4.0,text+image->text,2024-11-01
anthropic/claude-3.5-haiku,OpenRouter,Anthropic,200000,0.8,4.0,text+image->text,2024-11-01
anthropic/claude-3.5-haiku-20241022,OpenRouter,Anthropic,200000,0.8,4.0,text+image->text,2024-11-01
anthracite-org/magnum-v4-72b,OpenRouter,Magnum v4 72B,16384,2.5,3.0,text->text,2024-10-22
anthropic/claude-3.5-sonnet:beta,OpenRouter,Anthropic,200000,3.0,15.0,text+image->text,2024-10-22
anthropic/claude-3.5-sonnet,OpenRouter,Anthropic,200000,3.0,15.0,text+image->text,2024-10-22
mistralai/ministral-8b,OpenRouter,Mistral,128000,0.1,0.1,text->text,2024-10-17
mistralai/ministral-3b,OpenRouter,Mistral,131072,0.04,0.04,text->text,2024-10-17
qwen/qwen-2.5-7b-instruct,OpenRouter,Qwen2.5 7B Instruct,32768,0.04,0.1,text->text,2024-10-16
nvidia/llama-3.1-nemotron-70b-instruct,OpenRouter,NVIDIA,131072,0.12,0.3,text->text,2024-10-15
inflection/inflection-3-productivity,OpenRouter,Inflection,8000,2.5,10.0,text->text,2024-10-11
inflection/inflection-3-pi,OpenRouter,Inflection,8000,2.5,10.0,text->text,2024-10-11
google/gemini-flash-1.5-8b,OpenRouter,Google,1000000,0.0375,0.15,text+image->text,2024-10-04
thedrummer/rocinante-12b,OpenRouter,TheDrummer,32768,0.2,0.5,text->text,2024-10-01
anthracite-org/magnum-v2-72b,OpenRouter,Magnum v2 72B,32768,3.0,3.0,text->text,2024-10-01
liquid/lfm-40b,OpenRouter,Liquid,65536,0.15,0.15,text->text,2024-10-01
meta-llama/llama-3.2-3b-instruct:free,OpenRouter,Meta,131072,0.0,0.0,text->text,2024-09-26
meta-llama/llama-3.2-3b-instruct,OpenRouter,Meta,20000,0.003,0.006,text->text,2024-09-26
meta-llama/llama-3.2-1b-instruct,OpenRouter,Meta,131072,0.005,0.01,text->text,2024-09-26
meta-llama/llama-3.2-90b-vision-instruct,OpenRouter,Meta,131072,1.2,1.2,text+image->text,2024-09-26
meta-llama/llama-3.2-11b-vision-instruct:free,OpenRouter,Meta,131072,0.0,0.0,text+image->text,2024-09-26
meta-llama/llama-3.2-11b-vision-instruct,OpenRouter,Meta,131072,0.049,0.049,text+image->text,2024-09-26
qwen/qwen-2.5-72b-instruct:free,OpenRouter,Qwen2.5 72B Instruct,32768,0.0,0.0,text->text,2024-09-20
qwen/qwen-2.5-72b-instruct,OpenRouter,Qwen2.5 72B Instruct,32768,0.101,0.101,text->text,2024-09-20
neversleep/llama-3.1-lumimaid-8b,OpenRouter,NeverSleep,32768,0.18,1.0,text->text,2024-09-17
openai/o1-mini,OpenRouter,OpenAI,128000,1.1,4.4,text->text,2024-09-12
openai/o1-mini-2024-09-12,OpenRouter,OpenAI,128000,1.1,4.4,text->text,2024-09-12
mistralai/pixtral-12b,OpenRouter,Mistral,32768,0.1,0.1,text+image->text,2024-09-10
cohere/command-r-plus-08-2024,OpenRouter,Cohere,128000,2.5,10.0,text->text,2024-08-27
cohere/command-r-08-2024,OpenRouter,Cohere,128000,0.15,0.6,text->text,2024-08-27
qwen/qwen-2.5-vl-7b-instruct,OpenRouter,Qwen,32768,0.2,0.2,text+image->text,2024-08-25
sao10k/l3.1-euryale-70b,OpenRouter,Sao10K,32768,0.65,0.75,text->text,2024-08-25
microsoft/phi-3.5-mini-128k-instruct,OpenRouter,Microsoft,128000,0.1,0.1,text->text,2024-08-18
nousresearch/hermes-3-llama-3.1-70b,OpenRouter,Nous,131072,0.1,0.28,text->text,2024-08-15
nousresearch/hermes-3-llama-3.1-405b,OpenRouter,Nous,131072,0.7,0.8,text->text,2024-08-14
openai/chatgpt-4o-latest,OpenRouter,OpenAI,128000,5.0,15.0,text+image->text,2024-08-12
sao10k/l3-lunaris-8b,OpenRouter,Sao10K,8192,0.02,0.05,text->text,2024-08-11
openai/gpt-4o-2024-08-06,OpenRouter,OpenAI,128000,2.5,10.0,text+image->text,2024-08-06
meta-llama/llama-3.1-405b,OpenRouter,Meta,32768,2.0,2.0,text->text,2024-07-31
nothingiisreal/mn-celeste-12b,OpenRouter,Mistral Nemo 12B Celeste,16384,0.8,1.2,text->text,2024-07-31
meta-llama/llama-3.1-8b-instruct,OpenRouter,Meta,131072,0.015,0.02,text->text,2024-07-24
meta-llama/llama-3.1-405b-instruct:free,OpenRouter,Meta,65536,0.0,0.0,text->text,2024-07-24
meta-llama/llama-3.1-405b-instruct,OpenRouter,Meta,32768,0.8,0.8,text->text,2024-07-24
meta-llama/llama-3.1-70b-instruct,OpenRouter,Meta,131072,0.1,0.28,text->text,2024-07-24
mistralai/mistral-nemo:free,OpenRouter,Mistral,131072,0.0,0.0,text->text,2024-07-19
mistralai/mistral-nemo,OpenRouter,Mistral,32000,0.0075,0.05,text->text,2024-07-19
openai/gpt-4o-mini,OpenRouter,OpenAI,128000,0.15,0.6,text+image->text,2024-07-18
openai/gpt-4o-mini-2024-07-18,OpenRouter,OpenAI,128000,0.15,0.6,text+image->text,2024-07-18
google/gemma-2-27b-it,OpenRouter,Google,8192,0.65,0.65,text->text,2024-07-12
google/gemma-2-9b-it:free,OpenRouter,Google,8192,0.0,0.0,text->text,2024-06-28
google/gemma-2-9b-it,OpenRouter,Google,8192,0.004,0.004,text->text,2024-06-28
anthropic/claude-3.5-sonnet-20240620:beta,OpenRouter,Anthropic,200000,3.0,15.0,text+image->text,2024-06-20
anthropic/claude-3.5-sonnet-20240620,OpenRouter,Anthropic,200000,3.0,15.0,text+image->text,2024-06-20
sao10k/l3-euryale-70b,OpenRouter,Sao10k,8192,1.48,1.48,text->text,2024-06-18
cognitivecomputations/dolphin-mixtral-8x22b,OpenRouter,Dolphin 2.9.2 Mixtral 8x22B 🐬,16000,0.9,0.9,text->text,2024-06-08
qwen/qwen-2-72b-instruct,OpenRouter,Qwen 2 72B Instruct,32768,0.9,0.9,text->text,2024-06-07
mistralai/mistral-7b-instruct:free,OpenRouter,Mistral,32768,null,null,text->text,2024-05-26
mistralai/mistral-7b-instruct,OpenRouter,Mistral,32768,0.028,0.054,text->text,2024-05-26
nousresearch/hermes-2-pro-llama-3-8b,OpenRouter,NousResearch,131072,0.025,0.04,text->text,2024-05-26
mistralai/mistral-7b-instruct-v0.3,OpenRouter,Mistral,32768,0.028,0.054,text->text,2024-05-26
microsoft/phi-3-mini-128k-instruct,OpenRouter,Microsoft,128000,0.1,0.1,text->text,2024-05-25
microsoft/phi-3-medium-128k-instruct,OpenRouter,Microsoft,128000,1.0,1.0,text->text,2024-05-23
neversleep/llama-3-lumimaid-70b,OpenRouter,NeverSleep,8192,4.0,6.0,text->text,2024-05-17
google/gemini-flash-1.5,OpenRouter,Google,1000000,0.075,0.3,text+image->text,2024-05-15
openai/gpt-4o,OpenRouter,OpenAI,128000,2.5,10.0,text+image->text,2024-05-14
openai/gpt-4o:extended,OpenRouter,OpenAI,128000,6.0,18.0,text+image->text,2024-05-14
meta-llama/llama-guard-2-8b,OpenRouter,Meta,8192,0.2,0.2,text->text,2024-05-14
openai/gpt-4o-2024-05-13,OpenRouter,OpenAI,128000,5.0,15.0,text+image->text,2024-05-14
sao10k/fimbulvetr-11b-v2,OpenRouter,Fimbulvetr 11B v2,4096,0.8,1.2,text->text,2024-04-18
meta-llama/llama-3-8b-instruct,OpenRouter,Meta,8192,0.03,0.06,text->text,2024-04-18
meta-llama/llama-3-70b-instruct,OpenRouter,Meta,8192,0.3,0.4,text->text,2024-04-18
mistralai/mixtral-8x22b-instruct,OpenRouter,Mistral,65536,0.9,0.9,text->text,2024-04-17
microsoft/wizardlm-2-8x22b,OpenRouter,WizardLM-2 8x22B,65536,0.48,0.48,text->text,2024-04-16
google/gemini-pro-1.5,OpenRouter,Google,2000000,1.25,5.0,text+image->text,2024-04-09
openai/gpt-4-turbo,OpenRouter,OpenAI,128000,10.0,30.0,text+image->text,2024-04-09
cohere/command-r-plus,OpenRouter,Cohere,128000,3.0,15.0,text->text,2024-04-05
cohere/command-r-plus-04-2024,OpenRouter,Cohere,128000,3.0,15.0,text->text,2024-04-03
sophosympatheia/midnight-rose-70b,OpenRouter,Midnight Rose 70B,4096,0.8,0.8,text->text,2024-03-22
cohere/command,OpenRouter,Cohere,4096,1.0,2.0,text->text,2024-03-15
cohere/command-r,OpenRouter,Cohere,128000,0.5,1.5,text->text,2024-03-15
anthropic/claude-3-haiku:beta,OpenRouter,Anthropic,200000,0.25,1.25,text+image->text,2024-03-14
anthropic/claude-3-haiku,OpenRouter,Anthropic,200000,0.25,1.25,text+image->text,2024-03-14
anthropic/claude-3-opus:beta,OpenRouter,Anthropic,200000,15.0,75.0,text+image->text,2024-03-05
anthropic/claude-3-opus,OpenRouter,Anthropic,200000,15.0,75.0,text+image->text,2024-03-05
anthropic/claude-3-sonnet,OpenRouter,Anthropic,200000,3.0,15.0,text->text,2024-03-05
cohere/command-r-03-2024,OpenRouter,Cohere,128000,0.5,1.5,text->text,2024-03-01
mistralai/mistral-large,OpenRouter,Mistral Large,128000,2.0,6.0,text->text,2024-02-26
openai/gpt-3.5-turbo-0613,OpenRouter,OpenAI,4095,1.0,2.0,text->text,2024-01-25
openai/gpt-4-turbo-preview,OpenRouter,OpenAI,128000,10.0,30.0,text->text,2024-01-25
nousresearch/nous-hermes-2-mixtral-8x7b-dpo,OpenRouter,Nous,32768,0.6,0.6,text->text,2024-01-18
mistralai/mistral-small,OpenRouter,Mistral Small,32768,0.2,0.6,text->text,2024-01-10
mistralai/mistral-tiny,OpenRouter,Mistral Tiny,32768,0.25,0.25,text->text,2024-01-10
mistralai/mistral-7b-instruct-v0.2,OpenRouter,Mistral,32768,0.2,0.2,text->text,2023-12-28
mistralai/mixtral-8x7b-instruct,OpenRouter,Mistral,32768,0.08,0.24,text->text,2023-12-12
neversleep/noromaid-20b,OpenRouter,Noromaid 20B,4096,1.0,1.75,text->text,2023-11-21
undi95/toppy-m-7b,OpenRouter,Toppy M 7B,4096,0.8,1.2,text->text,2023-11-12
alpindale/goliath-120b,OpenRouter,Goliath 120B,6144,9.0,11.0,text->text,2023-11-12
openrouter/auto,OpenRouter,Auto Router,2000000,null,null,text->text,2023-11-09
openai/gpt-4-1106-preview,OpenRouter,OpenAI,128000,10.0,30.0,text->text,2023-11-07
openai/gpt-3.5-turbo-instruct,OpenRouter,OpenAI,4095,1.5,2.0,text->text,2023-09-29
mistralai/mistral-7b-instruct-v0.1,OpenRouter,Mistral,2824,0.11,0.19,text->text,2023-09-29
pygmalionai/mythalion-13b,OpenRouter,Pygmalion,4096,0.8,1.2,text->text,2023-09-02
openai/gpt-3.5-turbo-16k,OpenRouter,OpenAI,16385,3.0,4.0,text->text,2023-08-29
mancer/weaver,OpenRouter,Mancer,8000,1.5,1.5,text->text,2023-08-01
undi95/remm-slerp-l2-13b,OpenRouter,ReMM SLERP 13B,6144,0.7,1.0,text->text,2023-07-22
gryphe/mythomax-l2-13b,OpenRouter,MythoMax 13B,4096,0.06,0.06,text->text,2023-07-02
openai/gpt-3.5-turbo,OpenRouter,OpenAI,16385,0.5,1.5,text->text,2023-05-29
openai/gpt-4,OpenRouter,OpenAI,8191,30.0,60.0,text->text,2023-05-29
openai/gpt-4-0314,OpenRouter,OpenAI,8191,30.0,60.0,text->text,2023-05-29
cartesia/sonic,Together AI,Together,null,null,null,audio,null
mistralai/Mistral-7B-Instruct-v0.3,Together AI,mistralai,32768,0.2,0.2,chat,2024-05-23
cartesia/sonic-2,Together AI,Together,null,null,null,audio,null
togethercomputer/MoA-1,Together AI,Together AI,32768,null,null,chat,2024-12-09
meta-llama/Meta-Llama-Guard-3-8B,Together AI,Meta,8192,0.2,0.2,moderation,2024-04-18
togethercomputer/m2-bert-80M-32k-retrieval,Together AI,Together,32768,0.008,0.008,embedding,2023-11-06
meta-llama/Llama-3.2-3B-Instruct-Turbo,Together AI,Meta,131072,0.06,0.06,chat,2024-09-26
deepseek-ai/DeepSeek-R1,Together AI,DeepSeek,163840,3.0,7.0,chat,2025-01-14
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,Together AI,Qwen,262144,0.2,0.6,chat,2025-08-21
Qwen/Qwen3-235B-A22B-Thinking-2507,Together AI,Qwen,262144,0.65,3.0,chat,2025-08-23
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Together AI,Meta,130815,3.5,3.5,chat,2024-07-23
Qwen/Qwen2.5-7B-Instruct-Turbo,Together AI,Qwen,32768,0.3,0.3,chat,2024-10-12
Qwen/Qwen2.5-72B-Instruct-Turbo,Together AI,Qwen,131072,1.2,1.2,chat,2024-10-11
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Together AI,Meta,131072,0.18,0.18,chat,2025-04-28
meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,Together AI,Meta,131072,null,null,chat,2024-12-10
meta-llama/Llama-3.3-70B-Instruct-Turbo,Together AI,Meta,131072,0.88,0.88,chat,2024-12-05
black-forest-labs/FLUX.1-pro,Together AI,Black Forest Labs,null,null,null,image,null
black-forest-labs/FLUX.1.1-pro,Together AI,Black Forest Labs,null,null,null,image,null
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Together AI,Meta,131072,0.88,0.88,chat,2024-07-22
openai/whisper-large-v3,Together AI,OpenAI,null,0.27,0.85,transcribe,2025-07-20
meta-llama/Llama-3-8b-chat-hf,Together AI,Meta,8192,0.2,0.2,chat,2024-04-18
black-forest-labs/FLUX.1-krea-dev,Together AI,Black Forest Labs,null,null,null,image,2025-08-28
togethercomputer/MoA-1-Turbo,Together AI,Together AI,32768,null,null,chat,null
black-forest-labs/FLUX.1-redux,Together AI,Black Forest Labs,null,null,null,image,2024-11-21
black-forest-labs/FLUX.1-dev-lora,Together AI,Black Forest Labs,null,null,null,image,2025-01-09
meta-llama/Llama-3.2-11B-Vision-Instruct-Turbo,Together AI,Meta,131072,0.18,0.18,chat,2024-09-26
deepcogito/cogito-v2-preview-deepseek-671b,Together AI,Deepcogito,163840,3.0,7.0,chat,2025-08-29
meta-llama/Meta-Llama-3-70B-Instruct-Turbo,Together AI,Meta,8192,0.88,0.88,chat,null
Qwen/Qwen2.5-VL-72B-Instruct,Together AI,Qwen,32768,1.95,8.0,chat,2025-05-10
black-forest-labs/FLUX.1-schnell,Together AI,Black Forest Labs,null,null,null,image,null
lgai/exaone-3-5-32b-instruct,Together AI,LG AI,32768,null,null,chat,2025-05-17
meta-llama/Llama-3-70b-chat-hf,Together AI,Meta,8192,0.88,0.88,chat,2024-04-18
mistralai/Mixtral-8x7B-Instruct-v0.1,Together AI,mistralai,32768,0.6,0.6,chat,2023-12-14
black-forest-labs/FLUX.1-depth,Together AI,Black Forest Labs,null,null,null,image,2024-11-21
black-forest-labs/FLUX.1-kontext-dev,Together AI,Black Forest Labs,null,null,null,image,2025-08-04
google/gemma-2-27b-it,Together AI,Google,8192,0.8,0.8,chat,2024-02-21
black-forest-labs/FLUX.1-dev,Together AI,Black Forest Labs,null,null,null,image,2024-11-21
Qwen/Qwen2-72B-Instruct,Together AI,Qwen,32768,0.9,0.9,chat,2025-05-25
meta-llama/Llama-2-70b-hf,Together AI,Meta,4096,0.9,0.9,language,2023-07-18
black-forest-labs/FLUX.1-canny,Together AI,Black Forest Labs,null,null,null,image,2024-11-21
Salesforce/Llama-Rank-V1,Together AI,salesforce,8192,0.1,0.1,rerank,2024-08-12
mistralai/Mistral-Small-24B-Instruct-2501,Together AI,mistralai,32768,0.8,0.8,chat,2025-02-01
Qwen/Qwen2-VL-72B-Instruct,Together AI,Qwen,32768,1.2,1.2,chat,2025-01-04
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Together AI,DeepSeek,131072,0.18,0.18,chat,2025-02-01
meta-llama/Llama-Vision-Free,Together AI,Meta,131072,null,null,chat,2024-09-26
perplexity-ai/r1-1776,Together AI,Perplexity AI,163840,3.0,7.0,chat,2025-06-25
scb10x/scb10x-llama3-1-typhoon2-70b-instruct,Together AI,SCB10X,8192,0.88,0.88,chat,2025-05-13
meta-llama/Llama-Guard-3-11B-Vision-Turbo,Together AI,Meta,131072,0.18,0.18,moderation,2024-09-26
arcee-ai/maestro-reasoning,Together AI,Arcee AI,131072,0.9,3.3,chat,2025-05-18
togethercomputer/Refuel-Llm-V2-Small,Together AI,Refuel AI,8192,0.2,0.2,chat,2025-07-07
Qwen/Qwen2.5-Coder-32B-Instruct,Together AI,Qwen,16384,0.8,0.8,chat,2024-11-15
arcee-ai/coder-large,Together AI,Arcee AI,32768,0.5,0.8,chat,2025-06-19
Qwen/QwQ-32B,Together AI,Qwen,131072,1.2,1.2,chat,2025-04-28
arcee_ai/arcee-spotlight,Together AI,Arcee AI,131072,0.18,0.18,chat,2025-05-18
deepseek-ai/DeepSeek-R1-0528-tput,Together AI,DeepSeek,163840,0.55,2.19,chat,2025-07-27
marin-community/marin-8b-instruct,Together AI,Marin Community,4096,0.18,0.18,chat,2025-07-11
lgai/exaone-deep-32b,Together AI,LG AI,32768,null,null,chat,2025-07-21
google/gemma-3-27b-it,Together AI,Google,65536,null,null,chat,2025-05-15
deepseek-ai/DeepSeek-R1-Distill-Llama-70B,Together AI,DeepSeek,131072,2.0,2.0,chat,2025-01-31
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,Together AI,Nousresearch,32768,0.6,0.6,chat,2024-01-17
mistralai/Mistral-7B-Instruct-v0.1,Together AI,mistralai,32768,0.2,0.2,chat,2023-09-29
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Together AI,Meta,1048576,0.27,0.85,chat,2025-05-27
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,Together AI,DeepSeek,131072,1.6,1.6,chat,2025-02-01
deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,Together AI,DeepSeek,8192,null,null,chat,2025-02-01
scb10x/scb10x-typhoon-2-1-gemma3-12b,Together AI,Typhoon 2.1 12B,131072,0.2,0.2,chat,2025-07-25
meta-llama/Llama-Guard-4-12B,Together AI,Meta,1048576,0.2,0.2,moderation,2025-06-24
togethercomputer/Refuel-Llm-V2,Together AI,Refuel AI,16384,0.6,0.6,chat,2025-07-08
meta-llama/Meta-Llama-3-8B-Instruct-Lite,Together AI,Meta,8192,0.1,0.1,chat,null
intfloat/multilingual-e5-large-instruct,Together AI,Intfloat,514,0.02,0.02,embedding,2025-06-19
meta-llama/Llama-4-Scout-17B-16E-Instruct,Together AI,Meta,1048576,0.18,0.59,chat,2025-05-27
black-forest-labs/FLUX.1-kontext-max,Together AI,Black Forest Labs,null,null,null,image,null
Alibaba-NLP/gte-modernbert-base,Together AI,Alibaba Nlp,8192,0.08,0.08,embedding,2025-07-08
mixedbread-ai/Mxbai-Rerank-Large-V2,Together AI,Mixedbread AI,32768,0.1,0.1,rerank,2025-07-15
nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,Together AI,nvidia,32768,0.88,0.88,chat,2024-11-10
deepseek-ai/DeepSeek-V3,Together AI,DeepSeek,131072,1.25,1.25,chat,2024-12-25
black-forest-labs/FLUX.1-schnell-Free,Together AI,Black Forest Labs,null,null,null,image,null
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,Together AI,Qwen,262144,2.0,2.0,chat,2025-08-21
black-forest-labs/FLUX.1-kontext-pro,Together AI,Black Forest Labs,null,null,null,image,null
Virtue-AI/VirtueGuard-Text-Lite,Together AI,Virtue AI,32768,0.2,0.2,moderation,2025-08-21
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,Together AI,Meta,131072,1.2,1.2,chat,2024-09-26
arcee-ai/virtuoso-large,Together AI,Arcee AI,131072,0.75,1.2,chat,2025-06-19
