name,publisher,sourceUrl,releaseDate,accessType,license,inferenceSupport,source,country,modelSize,capabilities,lastUpdated
"Mistral: Mistral Small 3.1 24B (free)","OpenRouter","https://openrouter.ai/docs","2025-03-17","freemium","Unknown","","OpenRouter","Unknown","24B",Text Generation,"2025-07-11T06:10:30.689Z"
"Mistral: Mistral Small 3.1 24B","OpenRouter","https://openrouter.ai/docs","2025-03-17","freemium","Unknown","","OpenRouter","Unknown","24B",Text Generation,"2025-07-11T06:10:30.689Z"
"OpenAI: GPT-4o-mini Search Preview","OpenRouter","https://openrouter.ai/docs","2025-03-12","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.689Z"
"OpenAI: GPT-4o Search Preview","OpenRouter","https://openrouter.ai/docs","2025-03-12","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.689Z"
"Nous: DeepHermes 3 Llama 3 8B Preview (free)","OpenRouter","https://openrouter.ai/docs","2025-02-28","freemium","Unknown","","OpenRouter","Unknown","8B",Text Generation,"2025-07-11T06:10:30.689Z"
"OpenAI: GPT-4.5 (Preview)","OpenRouter","https://openrouter.ai/docs","2025-02-27","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.690Z"
"Anthropic: Claude 3.7 Sonnet","OpenRouter","https://openrouter.ai/docs","2025-02-24","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.690Z"
"Anthropic: Claude 3.7 Sonnet (thinking)","OpenRouter","https://openrouter.ai/docs","2025-02-24","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.690Z"
"Anthropic: Claude 3.7 Sonnet (self-moderated)","OpenRouter","https://openrouter.ai/docs","2025-02-24","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.690Z"
"Mistral: Saba","OpenRouter","https://openrouter.ai/docs","2025-02-17","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.690Z"
"Dolphin3.0 R1 Mistral 24B (free)","OpenRouter","https://openrouter.ai/docs","2025-02-13","freemium","Unknown","","OpenRouter","Unknown","24B",Text Generation,"2025-07-11T06:10:30.690Z"
"Dolphin3.0 Mistral 24B (free)","OpenRouter","https://openrouter.ai/docs","2025-02-13","freemium","Unknown","","OpenRouter","Unknown","24B",Text Generation,"2025-07-11T06:10:30.690Z"
"Llama Guard 3 8B","OpenRouter","https://openrouter.ai/docs","2025-02-12","freemium","Unknown","","OpenRouter","Unknown","8B",Text Generation,"2025-07-11T06:10:30.690Z"
"DeepSeek: R1 Distill Llama 8B","OpenRouter","https://openrouter.ai/docs","2025-02-07","freemium","Unknown","","OpenRouter","Unknown","8B",Text Generation,"2025-07-11T06:10:30.690Z"
"Mistral: Mistral Small 3 (free)","OpenRouter","https://openrouter.ai/docs","2025-01-30","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.690Z"
"Mistral: Mistral Small 3","OpenRouter","https://openrouter.ai/docs","2025-01-30","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.690Z"
"DeepSeek: R1 Distill Llama 70B (free)","OpenRouter","https://openrouter.ai/docs","2025-01-23","freemium","Unknown","","OpenRouter","Unknown","70B",Text Generation,"2025-07-11T06:10:30.690Z"
"DeepSeek: R1 Distill Llama 70B","OpenRouter","https://openrouter.ai/docs","2025-01-23","freemium","Unknown","","OpenRouter","Unknown","70B",Text Generation,"2025-07-11T06:10:30.690Z"
"Mistral: Codestral 2501","OpenRouter","https://openrouter.ai/docs","2025-01-14","freemium","Unknown","","OpenRouter","Unknown","Unknown",Code Generation,"2025-07-11T06:10:30.691Z"
"Sao10K: Llama 3.3 Euryale 70B","OpenRouter","https://openrouter.ai/docs","2024-12-18","freemium","Unknown","","OpenRouter","Unknown","70B",Text Generation,"2025-07-11T06:10:30.691Z"
"EVA Llama 3.33 70B","OpenRouter","https://openrouter.ai/docs","2024-12-16","freemium","Unknown","","OpenRouter","Unknown","70B",Text Generation,"2025-07-11T06:10:30.691Z"
"Meta: Llama 3.3 70B Instruct (free)","OpenRouter","https://openrouter.ai/docs","2024-12-06","freemium","Unknown","","OpenRouter","Unknown","70B",Conversational,"2025-07-11T06:10:30.691Z"
"Meta: Llama 3.3 70B Instruct","OpenRouter","https://openrouter.ai/docs","2024-12-06","freemium","Unknown","","OpenRouter","Unknown","70B",Conversational,"2025-07-11T06:10:30.691Z"
"OpenAI: GPT-4o (2024-11-20)","OpenRouter","https://openrouter.ai/docs","2024-11-20","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.691Z"
"Mistral Large 2411","OpenRouter","https://openrouter.ai/docs","2024-11-19","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.691Z"
"Mistral Large 2407","OpenRouter","https://openrouter.ai/docs","2024-11-19","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.691Z"
"Mistral: Pixtral Large 2411","OpenRouter","https://openrouter.ai/docs","2024-11-19","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.691Z"
"Infermatic: Mistral Nemo Inferor 12B","OpenRouter","https://openrouter.ai/docs","2024-11-13","freemium","Unknown","","OpenRouter","Unknown","12B",Text Generation,"2025-07-11T06:10:30.691Z"
"Anthropic: Claude 3.5 Haiku (self-moderated)","OpenRouter","https://openrouter.ai/docs","2024-11-04","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.691Z"
"Anthropic: Claude 3.5 Haiku","OpenRouter","https://openrouter.ai/docs","2024-11-04","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.691Z"
"Anthropic: Claude 3.5 Haiku (2024-10-22) (self-moderated)","OpenRouter","https://openrouter.ai/docs","2024-11-04","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.691Z"
"Anthropic: Claude 3.5 Haiku (2024-10-22)","OpenRouter","https://openrouter.ai/docs","2024-11-04","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.691Z"
"Anthropic: Claude 3.5 Sonnet (self-moderated)","OpenRouter","https://openrouter.ai/docs","2024-10-22","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.691Z"
"Anthropic: Claude 3.5 Sonnet","OpenRouter","https://openrouter.ai/docs","2024-10-22","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.691Z"
"Mistral: Ministral 8B","OpenRouter","https://openrouter.ai/docs","2024-10-17","freemium","Unknown","","OpenRouter","Unknown","8B",Text Generation,"2025-07-11T06:10:30.691Z"
"Mistral: Ministral 3B","OpenRouter","https://openrouter.ai/docs","2024-10-17","freemium","Unknown","","OpenRouter","Unknown","3B",Text Generation,"2025-07-11T06:10:30.691Z"
"NVIDIA: Llama 3.1 Nemotron 70B Instruct","OpenRouter","https://openrouter.ai/docs","2024-10-15","freemium","Unknown","","OpenRouter","Unknown","70B",Conversational,"2025-07-11T06:10:30.691Z"
"Meta: Llama 3.2 3B Instruct (free)","OpenRouter","https://openrouter.ai/docs","2024-09-25","freemium","Unknown","","OpenRouter","Unknown","3B",Conversational,"2025-07-11T06:10:30.691Z"
"Meta: Llama 3.2 3B Instruct","OpenRouter","https://openrouter.ai/docs","2024-09-25","freemium","Unknown","","OpenRouter","Unknown","3B",Conversational,"2025-07-11T06:10:30.692Z"
"Meta: Llama 3.2 1B Instruct","OpenRouter","https://openrouter.ai/docs","2024-09-25","freemium","Unknown","","OpenRouter","Unknown","1B",Conversational,"2025-07-11T06:10:30.692Z"
"Meta: Llama 3.2 90B Vision Instruct","OpenRouter","https://openrouter.ai/docs","2024-09-25","freemium","Unknown","","OpenRouter","Unknown","90B",Conversational,Vision,"2025-07-11T06:10:30.692Z"
"Meta: Llama 3.2 11B Vision Instruct (free)","OpenRouter","https://openrouter.ai/docs","2024-09-25","freemium","Unknown","","OpenRouter","Unknown","11B",Conversational,Vision,"2025-07-11T06:10:30.692Z"
"Meta: Llama 3.2 11B Vision Instruct","OpenRouter","https://openrouter.ai/docs","2024-09-25","freemium","Unknown","","OpenRouter","Unknown","11B",Conversational,Vision,"2025-07-11T06:10:30.692Z"
"Mistral: Pixtral 12B","OpenRouter","https://openrouter.ai/docs","2024-09-10","freemium","Unknown","","OpenRouter","Unknown","12B",Text Generation,"2025-07-11T06:10:30.692Z"
"Sao10K: Llama 3.1 Euryale 70B v2.2","OpenRouter","https://openrouter.ai/docs","2024-08-28","freemium","Unknown","","OpenRouter","Unknown","70B",Text Generation,"2025-07-11T06:10:30.692Z"
"OpenAI: ChatGPT-4o","OpenRouter","https://openrouter.ai/docs","2024-08-14","freemium","Unknown","","OpenRouter","Unknown","Unknown",Conversational,"2025-07-11T06:10:30.692Z"
"Sao10K: Llama 3 8B Lunaris","OpenRouter","https://openrouter.ai/docs","2024-08-13","freemium","Unknown","","OpenRouter","Unknown","8B",Text Generation,"2025-07-11T06:10:30.692Z"
"OpenAI: GPT-4o (2024-08-06)","OpenRouter","https://openrouter.ai/docs","2024-08-06","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.692Z"
"Meta: Llama 3.1 405B (base)","OpenRouter","https://openrouter.ai/docs","2024-08-02","freemium","Unknown","","OpenRouter","Unknown","405B",Text Generation,"2025-07-11T06:10:30.692Z"
"Mistral Nemo 12B Celeste","OpenRouter","https://openrouter.ai/docs","2024-08-02","freemium","Unknown","","OpenRouter","Unknown","12B",Text Generation,"2025-07-11T06:10:30.692Z"
"Meta: Llama 3.1 8B Instruct","OpenRouter","https://openrouter.ai/docs","2024-07-23","freemium","Unknown","","OpenRouter","Unknown","8B",Conversational,"2025-07-11T06:10:30.692Z"
"Meta: Llama 3.1 405B Instruct (free)","OpenRouter","https://openrouter.ai/docs","2024-07-23","freemium","Unknown","","OpenRouter","Unknown","405B",Conversational,"2025-07-11T06:10:30.692Z"
"Meta: Llama 3.1 405B Instruct","OpenRouter","https://openrouter.ai/docs","2024-07-23","freemium","Unknown","","OpenRouter","Unknown","405B",Conversational,"2025-07-11T06:10:30.692Z"
"Meta: Llama 3.1 70B Instruct","OpenRouter","https://openrouter.ai/docs","2024-07-23","freemium","Unknown","","OpenRouter","Unknown","70B",Conversational,"2025-07-11T06:10:30.692Z"
"Mistral: Mistral Nemo (free)","OpenRouter","https://openrouter.ai/docs","2024-07-19","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.692Z"
"Mistral: Mistral Nemo","OpenRouter","https://openrouter.ai/docs","2024-07-19","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.692Z"
"OpenAI: GPT-4o-mini","OpenRouter","https://openrouter.ai/docs","2024-07-18","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.692Z"
"OpenAI: GPT-4o-mini (2024-07-18)","OpenRouter","https://openrouter.ai/docs","2024-07-18","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.692Z"
"Anthropic: Claude 3.5 Sonnet (2024-06-20) (self-moderated)","OpenRouter","https://openrouter.ai/docs","2024-06-20","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.692Z"
"Anthropic: Claude 3.5 Sonnet (2024-06-20)","OpenRouter","https://openrouter.ai/docs","2024-06-20","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.692Z"
"Sao10k: Llama 3 Euryale 70B v2.1","OpenRouter","https://openrouter.ai/docs","2024-06-18","freemium","Unknown","","OpenRouter","Unknown","70B",Text Generation,"2025-07-11T06:10:30.692Z"
"Mistral: Mistral 7B Instruct (free)","OpenRouter","https://openrouter.ai/docs","2024-05-27","freemium","Unknown","","OpenRouter","Unknown","7B",Conversational,"2025-07-11T06:10:30.692Z"
"Mistral: Mistral 7B Instruct","OpenRouter","https://openrouter.ai/docs","2024-05-27","freemium","Unknown","","OpenRouter","Unknown","7B",Conversational,"2025-07-11T06:10:30.692Z"
"NousResearch: Hermes 2 Pro - Llama-3 8B","OpenRouter","https://openrouter.ai/docs","2024-05-27","freemium","Unknown","","OpenRouter","Unknown","8B",Text Generation,"2025-07-11T06:10:30.692Z"
"Mistral: Mistral 7B Instruct v0.3","OpenRouter","https://openrouter.ai/docs","2024-05-27","freemium","Unknown","","OpenRouter","Unknown","7B",Conversational,"2025-07-11T06:10:30.693Z"
"NeverSleep: Llama 3 Lumimaid 70B","OpenRouter","https://openrouter.ai/docs","2024-05-16","freemium","Unknown","","OpenRouter","Unknown","70B",Text Generation,"2025-07-11T06:10:30.693Z"
"OpenAI: GPT-4o","OpenRouter","https://openrouter.ai/docs","2024-05-13","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"OpenAI: GPT-4o (extended)","OpenRouter","https://openrouter.ai/docs","2024-05-13","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Meta: LlamaGuard 2 8B","OpenRouter","https://openrouter.ai/docs","2024-05-13","freemium","Unknown","","OpenRouter","Unknown","8B",Text Generation,"2025-07-11T06:10:30.693Z"
"OpenAI: GPT-4o (2024-05-13)","OpenRouter","https://openrouter.ai/docs","2024-05-13","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Meta: Llama 3 8B Instruct","OpenRouter","https://openrouter.ai/docs","2024-04-18","freemium","Unknown","","OpenRouter","Unknown","8B",Conversational,"2025-07-11T06:10:30.693Z"
"Meta: Llama 3 70B Instruct","OpenRouter","https://openrouter.ai/docs","2024-04-18","freemium","Unknown","","OpenRouter","Unknown","70B",Conversational,"2025-07-11T06:10:30.693Z"
"Mistral: Mixtral 8x22B Instruct","OpenRouter","https://openrouter.ai/docs","2024-04-17","freemium","Unknown","","OpenRouter","Unknown","22B",Conversational,"2025-07-11T06:10:30.693Z"
"OpenAI: GPT-4 Turbo","OpenRouter","https://openrouter.ai/docs","2024-04-09","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Anthropic: Claude 3 Haiku (self-moderated)","OpenRouter","https://openrouter.ai/docs","2024-03-13","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Anthropic: Claude 3 Haiku","OpenRouter","https://openrouter.ai/docs","2024-03-13","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Anthropic: Claude 3 Opus (self-moderated)","OpenRouter","https://openrouter.ai/docs","2024-03-05","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Anthropic: Claude 3 Opus","OpenRouter","https://openrouter.ai/docs","2024-03-05","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Anthropic: Claude 3 Sonnet (self-moderated)","OpenRouter","https://openrouter.ai/docs","2024-03-05","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Anthropic: Claude 3 Sonnet","OpenRouter","https://openrouter.ai/docs","2024-03-05","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Mistral Large","OpenRouter","https://openrouter.ai/docs","2024-02-26","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"OpenAI: GPT-3.5 Turbo (older v0613)","OpenRouter","https://openrouter.ai/docs","2024-01-25","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"OpenAI: GPT-4 Turbo Preview","OpenRouter","https://openrouter.ai/docs","2024-01-25","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Mistral Small","OpenRouter","https://openrouter.ai/docs","2024-01-10","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Mistral Tiny","OpenRouter","https://openrouter.ai/docs","2024-01-10","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Mistral: Mistral 7B Instruct v0.2","OpenRouter","https://openrouter.ai/docs","2023-12-28","freemium","Unknown","","OpenRouter","Unknown","7B",Conversational,"2025-07-11T06:10:30.693Z"
"Mistral: Mixtral 8x7B Instruct","OpenRouter","https://openrouter.ai/docs","2023-12-10","freemium","Unknown","","OpenRouter","Unknown","7B",Conversational,"2025-07-11T06:10:30.693Z"
"Anthropic: Claude v2.1 (self-moderated)","OpenRouter","https://openrouter.ai/docs","2023-11-22","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Anthropic: Claude v2.1","OpenRouter","https://openrouter.ai/docs","2023-11-22","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Anthropic: Claude v2 (self-moderated)","OpenRouter","https://openrouter.ai/docs","2023-11-22","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"Anthropic: Claude v2","OpenRouter","https://openrouter.ai/docs","2023-11-22","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.693Z"
"OpenAI: GPT-4 Turbo (older v1106)","OpenRouter","https://openrouter.ai/docs","2023-11-06","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.694Z"
"OpenAI: GPT-3.5 Turbo Instruct","OpenRouter","https://openrouter.ai/docs","2023-09-28","freemium","Unknown","","OpenRouter","Unknown","Unknown",Conversational,"2025-07-11T06:10:30.694Z"
"Mistral: Mistral 7B Instruct v0.1","OpenRouter","https://openrouter.ai/docs","2023-09-28","freemium","Unknown","","OpenRouter","Unknown","7B",Conversational,"2025-07-11T06:10:30.694Z"
"OpenAI: GPT-3.5 Turbo 16k","OpenRouter","https://openrouter.ai/docs","2023-08-28","freemium","Unknown","","OpenRouter","Unknown","16K",Text Generation,"2025-07-11T06:10:30.694Z"
"Anthropic: Claude v2.0 (self-moderated)","OpenRouter","https://openrouter.ai/docs","2023-07-28","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.694Z"
"Anthropic: Claude v2.0","OpenRouter","https://openrouter.ai/docs","2023-07-28","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.694Z"
"OpenAI: GPT-4","OpenRouter","https://openrouter.ai/docs","2023-05-28","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.694Z"
"OpenAI: GPT-4 (older v0314)","OpenRouter","https://openrouter.ai/docs","2023-05-28","freemium","Unknown","","OpenRouter","Unknown","Unknown",Text Generation,"2025-07-11T06:10:30.694Z"
